Region	Country	ISO_code	ADM1	Latitude	Longitude	Year_start	Year_end	Age_start	Age_end	Individuals_surveyed	Number_Positives	Prevalence
Africa	Uganda	UG	Gulu	2.26245	32.123299	1998	2005	7	15	63	29	0.46032
Africa	Uganda	UG	Gulu	2.6135	32.474899	1998	2005	7	14	62	2	0.03226
Africa	Uganda	UG	Tororo	0.24768	33.993198	2002	2002	5	60	74	51	0.68919
Africa	Uganda	UG	Tororo	0.464917	34.087799	1998	2005	6	15	118	0	0
Africa	Uganda	UG	Gulu	2.83488	32.1562	1998	2005	8	13	55	9	0.16364
Africa	Uganda	UG	Tororo	0.695333	34.178902	2005	2005	5	16	63	2	0.03175
Africa	Uganda	UG	Kitgum	2.85602	33.3428	1998	2005	8	14	61	0	0
Africa	Uganda	UG	Hoima	1.41	30.959999	2002	2002	5	16	60	57	0.95
Africa	Uganda	UG	Moroto	2.52388	34.652699	1998	2005	5	17	61	0	0
Africa	Uganda	UG	Tororo	0.932933	34.002201	2005	2005	5	16	62	1	0.01613
Africa	Uganda	UG	Luwero	1.53913	32.040001	1998	2005	9	13	60	0	0
